dep;jour;incid_hosp;incid_rea;incid_dc;incid_rad
92;23/03/2020;124;22;6;25
92;24/03/2020;171;40;5;38
92;25/03/2020;180;37;15;42
92;26/03/2020;168;48;10;36
92;27/03/2020;192;30;18;34
92;28/03/2020;209;43;15;54
92;29/03/2020;125;32;22;32
92;30/03/2020;176;26;17;35
92;31/03/2020;292;45;22;81
92;01/04/2020;309;49;24;59
92;02/04/2020;246;29;38;96
92;03/04/2020;232;48;26;98
92;04/04/2020;186;29;31;62
92;05/04/2020;115;35;25;74
92;06/04/2020;157;32;27;86
92;07/04/2020;222;42;59;168
92;08/04/2020;172;26;20;91
92;09/04/2020;152;27;23;148
92;10/04/2020;188;32;45;110
92;11/04/2020;128;26;20;80
92;12/04/2020;102;24;22;36
92;13/04/2020;82;20;24;49
92;14/04/2020;102;15;36;73
92;15/04/2020;132;20;36;113
92;16/04/2020;120;23;21;109
92;17/04/2020;86;11;21;89
92;18/04/2020;98;12;21;67
92;19/04/2020;53;10;6;19
92;20/04/2020;112;11;31;67
92;21/04/2020;86;11;18;131
92;22/04/2020;106;11;23;66
92;23/04/2020;102;13;20;73
92;24/04/2020;93;11;20;83
92;25/04/2020;59;6;13;78
92;26/04/2020;25;8;10;31
92;27/04/2020;69;12;17;63
92;28/04/2020;89;4;30;84
92;29/04/2020;43;11;15;76
92;30/04/2020;55;11;10;74
92;01/05/2020;27;8;2;50
92;02/05/2020;18;3;6;13
92;03/05/2020;26;4;10;14
92;04/05/2020;25;8;10;36
92;05/05/2020;42;6;14;92
92;06/05/2020;29;6;11;50
92;07/05/2020;34;5;5;62
92;08/05/2020;17;12;7;51
92;09/05/2020;7;1;2;12
92;10/05/2020;25;4;5;16
92;11/05/2020;23;2;6;25
92;12/05/2020;28;4;13;55
92;13/05/2020;23;3;5;60
92;14/05/2020;45;7;8;63
92;15/05/2020;21;7;2;53
92;16/05/2020;8;2;4;49
92;17/05/2020;6;3;2;14
92;18/05/2020;47;2;3;60
92;19/05/2020;18;2;7;57
92;20/05/2020;20;0;7;55
92;21/05/2020;8;2;0;25
92;22/05/2020;4;0;3;8
92;23/05/2020;7;2;0;2
92;24/05/2020;3;0;3;6
92;25/05/2020;12;5;8;22
92;26/05/2020;13;2;2;38
92;27/05/2020;8;1;2;59
92;28/05/2020;11;3;6;20
92;29/05/2020;8;2;3;19
92;30/05/2020;14;3;3;47
92;31/05/2020;1;0;4;2
92;01/06/2020;2;0;5;6
92;02/06/2020;19;1;9;31
92;03/06/2020;11;2;7;39
92;04/06/2020;7;0;3;46
92;05/06/2020;2;0;1;23
92;06/06/2020;3;0;3;8
92;07/06/2020;1;1;1;0
92;08/06/2020;5;0;3;14
92;09/06/2020;23;3;2;40
92;10/06/2020;2;0;2;10
92;11/06/2020;8;2;2;19
92;12/06/2020;5;1;0;6
92;13/06/2020;1;0;1;3
92;14/06/2020;1;1;1;3
92;15/06/2020;3;1;2;8
92;16/06/2020;7;2;3;11
92;17/06/2020;0;0;2;16
92;18/06/2020;8;1;0;23
92;19/06/2020;5;2;0;8
92;20/06/2020;1;0;3;5
92;21/06/2020;0;0;0;0
92;22/06/2020;4;1;3;3
92;23/06/2020;8;1;1;42
92;24/06/2020;4;1;0;15
92;25/06/2020;1;0;1;8
92;26/06/2020;5;1;1;11
92;27/06/2020;1;0;0;10
92;28/06/2020;0;0;0;0
92;29/06/2020;4;0;0;1
92;30/06/2020;3;2;0;5
92;01/07/2020;2;2;1;12
92;02/07/2020;2;0;2;39
92;03/07/2020;0;0;0;3
92;04/07/2020;1;0;2;3
92;05/07/2020;1;1;0;0
92;06/07/2020;1;0;1;11
92;07/07/2020;2;0;0;16
92;08/07/2020;0;0;0;35
92;09/07/2020;4;0;0;2
92;10/07/2020;0;0;0;12
92;11/07/2020;1;0;0;1
92;12/07/2020;0;0;0;0
92;13/07/2020;3;0;0;1
92;14/07/2020;2;0;1;2
92;15/07/2020;2;0;0;3
92;16/07/2020;5;3;2;11
92;17/07/2020;0;0;0;10
92;18/07/2020;0;0;0;0
92;19/07/2020;1;0;0;0
92;20/07/2020;2;0;0;2
92;21/07/2020;9;1;0;25
92;22/07/2020;2;0;0;19
92;23/07/2020;3;0;1;3
92;24/07/2020;3;0;1;4
92;25/07/2020;3;0;2;2
92;26/07/2020;0;0;0;0
92;27/07/2020;4;0;1;3
92;28/07/2020;11;3;3;6
92;29/07/2020;2;1;0;1
92;30/07/2020;3;1;1;1
92;31/07/2020;25;0;0;25
92;01/08/2020;13;0;0;18
92;02/08/2020;1;0;0;0
92;03/08/2020;11;2;0;10
92;04/08/2020;3;0;0;3
92;05/08/2020;9;3;0;3
92;06/08/2020;9;1;3;32
92;07/08/2020;5;0;0;1
92;08/08/2020;0;0;0;0
92;09/08/2020;2;1;0;1
92;10/08/2020;10;4;0;5
92;11/08/2020;6;0;0;7
92;12/08/2020;12;3;0;3
92;13/08/2020;4;1;0;4
92;14/08/2020;10;1;2;6
92;15/08/2020;2;1;1;1
92;16/08/2020;1;0;0;0
92;17/08/2020;9;2;1;8
92;18/08/2020;12;4;1;50
92;19/08/2020;8;2;1;2
92;20/08/2020;6;2;0;5
92;21/08/2020;8;2;1;3
92;22/08/2020;3;0;0;15
92;23/08/2020;1;0;0;0
92;24/08/2020;9;6;1;11
92;25/08/2020;13;3;0;5
92;26/08/2020;7;1;6;19
92;27/08/2020;4;0;0;5
92;28/08/2020;7;2;1;19
92;29/08/2020;4;1;0;5
92;30/08/2020;0;0;1;1
92;31/08/2020;10;3;2;9
92;01/09/2020;9;0;1;6
92;02/09/2020;19;3;3;9
92;03/09/2020;10;2;0;10
92;04/09/2020;13;4;0;7
92;05/09/2020;14;0;0;4
92;06/09/2020;4;0;0;0
92;07/09/2020;17;6;0;9
92;08/09/2020;12;1;0;14
92;09/09/2020;9;3;1;14
92;10/09/2020;16;1;1;14
92;11/09/2020;15;3;0;7
92;12/09/2020;11;5;1;14
92;13/09/2020;8;1;1;2
92;14/09/2020;22;5;2;13
92;15/09/2020;22;9;2;11
92;16/09/2020;22;0;2;30
92;17/09/2020;34;6;2;52
92;18/09/2020;24;2;2;89
92;19/09/2020;34;2;0;222
92;20/09/2020;23;2;1;7
92;21/09/2020;25;4;0;25
92;22/09/2020;38;7;5;31
92;23/09/2020;24;12;0;20
92;24/09/2020;24;5;2;18
92;25/09/2020;23;9;1;18
92;26/09/2020;15;5;1;11
92;27/09/2020;19;2;2;5
92;28/09/2020;26;7;0;35
92;29/09/2020;43;15;2;24
92;30/09/2020;25;6;2;21
92;01/10/2020;37;7;1;22
92;02/10/2020;24;6;0;19
92;03/10/2020;20;4;3;12
92;04/10/2020;24;2;0;9
92;05/10/2020;39;13;8;27
92;06/10/2020;30;4;7;28
92;07/10/2020;50;9;1;26
92;08/10/2020;29;5;3;34
92;09/10/2020;38;6;4;20
92;10/10/2020;28;6;0;20
92;11/10/2020;20;3;1;2
92;12/10/2020;50;14;5;33
92;13/10/2020;48;7;1;30
92;14/10/2020;43;9;2;25
92;15/10/2020;53;15;3;32
92;16/10/2020;35;9;1;31
92;17/10/2020;33;2;2;18
92;18/10/2020;30;9;2;9
92;19/10/2020;45;14;6;17
92;20/10/2020;75;21;6;42
92;21/10/2020;84;14;8;46
92;22/10/2020;57;14;5;36
92;23/10/2020;57;13;3;42
92;24/10/2020;44;11;4;50
92;25/10/2020;27;7;2;6
92;26/10/2020;93;20;7;28
92;27/10/2020;86;19;2;28
92;28/10/2020;88;11;7;51
92;29/10/2020;65;16;7;49
92;30/10/2020;63;14;7;50
92;31/10/2020;60;13;6;44
92;01/11/2020;32;8;3;15
92;02/11/2020;81;18;6;49
92;03/11/2020;95;16;9;46
92;04/11/2020;116;29;6;94
92;05/11/2020;51;12;3;38
92;06/11/2020;68;12;7;45
92;07/11/2020;49;6;8;38
92;08/11/2020;51;18;4;24
92;09/11/2020;58;14;14;36
92;10/11/2020;82;29;10;66
92;11/11/2020;52;9;7;48
92;12/11/2020;48;13;4;42
92;13/11/2020;65;13;8;65
92;14/11/2020;35;3;6;21
92;15/11/2020;29;4;2;10
92;16/11/2020;53;15;19;49
92;17/11/2020;60;14;7;61
92;18/11/2020;64;16;10;57
92;19/11/2020;33;6;7;44
92;20/11/2020;38;8;5;39
92;21/11/2020;32;3;2;24
92;22/11/2020;8;5;3;8
92;23/11/2020;41;9;5;31
92;24/11/2020;42;8;14;59
92;25/11/2020;57;12;4;45
92;26/11/2020;32;6;7;45
92;27/11/2020;29;10;4;32
92;28/11/2020;23;1;5;47
92;29/11/2020;8;2;3;2
92;30/11/2020;22;1;2;22
92;01/12/2020;26;19;6;52
92;02/12/2020;16;0;7;17
92;03/12/2020;24;1;4;32
92;04/12/2020;42;2;7;28
92;05/12/2020;33;4;3;31
92;06/12/2020;18;3;1;11
92;07/12/2020;27;5;6;11
93;19/03/2020;103;30;9;16
93;20/03/2020;44;6;5;11
93;21/03/2020;51;10;1;6
93;22/03/2020;29;9;4;6
93;23/03/2020;74;16;4;12
93;24/03/2020;86;23;10;17
93;25/03/2020;83;10;9;9
93;26/03/2020;120;21;21;20
93;27/03/2020;160;18;14;25
93;28/03/2020;99;21;18;62
93;29/03/2020;114;4;13;13
93;30/03/2020;138;20;11;22
93;31/03/2020;219;34;38;88
93;01/04/2020;278;45;26;47
93;02/04/2020;131;17;21;42
93;03/04/2020;167;26;35;54
93;04/04/2020;146;12;23;56
93;05/04/2020;66;11;22;14
93;06/04/2020;154;18;12;58
93;07/04/2020;215;36;72;65
93;08/04/2020;183;19;34;91
93;09/04/2020;256;17;44;116
93;10/04/2020;182;26;34;100
93;11/04/2020;124;10;14;73
93;12/04/2020;94;9;10;55
93;13/04/2020;61;16;24;45
93;14/04/2020;127;15;34;87
93;15/04/2020;126;24;29;108
93;16/04/2020;122;25;25;96
93;17/04/2020;183;10;46;127
93;18/04/2020;93;14;26;43
93;19/04/2020;45;7;12;40
93;20/04/2020;86;10;12;67
93;21/04/2020;82;8;13;72
93;22/04/2020;104;12;18;77
93;23/04/2020;90;4;18;70
93;24/04/2020;60;4;17;69
93;25/04/2020;31;3;7;62
93;26/04/2020;28;2;5;24
93;27/04/2020;97;9;21;44
93;28/04/2020;79;16;20;96
93;29/04/2020;42;8;12;46
93;30/04/2020;21;4;5;39
93;01/05/2020;24;4;8;19
93;02/05/2020;15;2;1;22
93;03/05/2020;11;3;2;12
93;04/05/2020;36;4;10;24
93;05/05/2020;44;3;7;59
93;06/05/2020;81;4;8;80
93;07/05/2020;55;6;9;84
93;08/05/2020;24;2;3;22
93;09/05/2020;17;3;4;23
93;10/05/2020;17;3;2;29
93;11/05/2020;36;4;6;65
93;12/05/2020;59;10;14;98
93;13/05/2020;39;1;3;68
93;14/05/2020;16;3;2;39
93;15/05/2020;18;7;3;42
93;16/05/2020;19;3;2;41
93;17/05/2020;1;0;3;10
93;18/05/2020;18;1;5;40
93;19/05/2020;30;5;6;32
93;20/05/2020;41;2;2;40
93;21/05/2020;14;5;2;7
93;22/05/2020;8;2;2;14
93;23/05/2020;5;3;2;11
93;24/05/2020;4;2;1;1
93;25/05/2020;14;1;2;16
93;26/05/2020;15;1;2;35
93;27/05/2020;10;1;2;28
93;28/05/2020;16;0;1;39
93;29/05/2020;4;0;2;56
93;30/05/2020;6;0;0;20
93;31/05/2020;0;0;0;2
93;01/06/2020;10;3;0;1
93;02/06/2020;13;2;6;18
93;03/06/2020;13;5;3;28
93;04/06/2020;11;1;1;30
93;05/06/2020;7;0;4;31
93;06/06/2020;2;1;2;9
93;07/06/2020;4;0;0;3
93;08/06/2020;5;2;1;10
93;09/06/2020;11;1;2;17
93;10/06/2020;4;1;1;9
93;11/06/2020;4;1;1;20
93;12/06/2020;16;1;0;42
93;13/06/2020;1;0;1;12
93;14/06/2020;2;1;1;2
93;15/06/2020;11;1;2;10
93;16/06/2020;4;0;3;18
93;17/06/2020;3;0;1;6
93;18/06/2020;11;1;1;19
93;19/06/2020;3;0;0;9
93;20/06/2020;13;1;1;3
93;21/06/2020;3;0;0;0
93;22/06/2020;8;0;2;44
93;23/06/2020;6;0;1;9
93;24/06/2020;7;1;0;20
93;25/06/2020;6;0;1;7
93;26/06/2020;3;2;0;5
93;27/06/2020;4;0;0;2
93;28/06/2020;0;0;0;0
93;29/06/2020;5;1;1;5
93;30/06/2020;5;0;3;13
93;01/07/2020;8;4;1;28
93;02/07/2020;1;0;0;5
93;03/07/2020;2;1;1;12
93;04/07/2020;2;0;2;4
93;05/07/2020;1;1;0;2
93;06/07/2020;13;1;1;4
93;07/07/2020;4;1;1;10
93;08/07/2020;2;1;3;21
93;09/07/2020;7;1;1;12
93;10/07/2020;10;0;1;13
93;11/07/2020;2;0;0;4
93;12/07/2020;0;0;0;0
93;13/07/2020;1;1;2;9
93;14/07/2020;3;3;1;10
93;15/07/2020;2;1;1;8
93;16/07/2020;1;1;0;1
93;17/07/2020;7;1;0;5
93;18/07/2020;4;0;0;2
93;19/07/2020;0;0;0;0
93;20/07/2020;7;0;2;9
93;21/07/2020;6;0;2;16
93;22/07/2020;6;1;0;4
93;23/07/2020;4;0;0;10
93;24/07/2020;8;0;0;26
93;25/07/2020;0;0;0;2
93;26/07/2020;1;0;0;0
93;27/07/2020;2;2;0;2
93;28/07/2020;11;1;2;21
93;29/07/2020;8;2;4;44
93;30/07/2020;3;0;3;14
93;31/07/2020;4;1;1;10
93;01/08/2020;4;0;0;3
93;02/08/2020;3;0;0;0
93;03/08/2020;8;0;0;0
93;04/08/2020;8;0;0;12
93;05/08/2020;4;1;0;5
93;06/08/2020;9;1;0;10
93;07/08/2020;9;3;1;10
93;08/08/2020;3;1;0;4
93;09/08/2020;1;0;0;0
93;10/08/2020;3;1;0;8
93;11/08/2020;13;1;0;22
93;12/08/2020;4;0;1;5
93;13/08/2020;13;2;1;14
93;14/08/2020;7;0;0;1
93;15/08/2020;1;0;0;3
93;16/08/2020;1;0;0;0
93;17/08/2020;16;1;0;23
93;18/08/2020;5;2;0;4
93;19/08/2020;4;1;2;4
93;20/08/2020;4;0;0;10
93;21/08/2020;12;0;3;16
93;22/08/2020;2;0;0;2
93;23/08/2020;0;0;0;0
93;24/08/2020;8;1;0;14
93;25/08/2020;8;1;1;34
93;26/08/2020;5;1;0;16
93;27/08/2020;14;4;0;13
93;28/08/2020;7;1;0;7
93;29/08/2020;6;2;0;4
93;30/08/2020;0;0;1;2
93;31/08/2020;9;1;0;6
93;01/09/2020;9;2;0;6
93;02/09/2020;8;3;0;12
93;03/09/2020;21;2;2;28
93;04/09/2020;7;5;1;6
93;05/09/2020;9;3;0;6
93;06/09/2020;0;0;0;0
93;07/09/2020;8;2;1;10
93;08/09/2020;27;6;2;22
93;09/09/2020;11;4;2;6
93;10/09/2020;18;5;1;5
93;11/09/2020;28;4;2;16
93;12/09/2020;29;7;2;10
93;13/09/2020;3;1;0;2
93;14/09/2020;14;7;2;8
93;15/09/2020;10;2;1;6
93;16/09/2020;32;10;1;28
93;17/09/2020;29;3;2;45
93;18/09/2020;33;6;3;47
93;19/09/2020;13;1;1;20
93;20/09/2020;4;1;1;39
93;21/09/2020;29;6;0;44
93;22/09/2020;37;5;1;17
93;23/09/2020;56;12;5;39
93;24/09/2020;16;3;3;16
93;25/09/2020;50;13;2;21
93;26/09/2020;12;4;0;9
93;27/09/2020;9;1;4;2
93;28/09/2020;29;8;7;20
93;29/09/2020;32;6;2;34
93;30/09/2020;31;4;1;26
93;01/10/2020;42;7;2;24
93;02/10/2020;32;4;2;24
93;03/10/2020;12;3;1;25
93;04/10/2020;8;1;0;2
93;05/10/2020;51;9;3;21
93;06/10/2020;45;6;2;35
93;07/10/2020;44;7;8;25
93;08/10/2020;28;8;6;23
93;09/10/2020;44;5;2;23
93;10/10/2020;7;2;2;4
93;11/10/2020;28;1;1;9
93;12/10/2020;37;12;2;33
93;13/10/2020;61;19;3;76
93;14/10/2020;33;5;0;30
93;15/10/2020;45;9;4;62
93;16/10/2020;53;7;5;33
93;17/10/2020;36;6;4;16
93;18/10/2020;30;3;5;12
93;19/10/2020;57;9;2;48
93;20/10/2020;43;7;5;29
93;21/10/2020;45;7;6;27
93;22/10/2020;84;15;12;35
93;23/10/2020;72;8;10;54
93;24/10/2020;26;7;2;23
93;25/10/2020;70;7;2;7
93;26/10/2020;52;13;8;32
93;27/10/2020;82;10;10;69
93;28/10/2020;93;12;5;55
93;29/10/2020;73;11;8;32
93;30/10/2020;52;13;8;43
93;31/10/2020;43;4;3;19
93;01/11/2020;33;0;1;10
93;02/11/2020;42;10;9;31
93;03/11/2020;95;11;4;43
93;04/11/2020;119;18;9;61
93;05/11/2020;41;14;3;34
93;06/11/2020;63;9;3;75
93;07/11/2020;52;12;9;25
93;08/11/2020;35;5;0;7
93;09/11/2020;55;18;11;55
93;10/11/2020;76;11;13;61
93;11/11/2020;51;13;3;39
93;12/11/2020;48;16;10;30
93;13/11/2020;78;11;13;67
93;14/11/2020;24;11;4;31
93;15/11/2020;37;6;3;7
93;16/11/2020;40;3;5;39
93;17/11/2020;82;17;3;58
93;18/11/2020;67;15;12;69
93;19/11/2020;77;11;5;55
93;20/11/2020;40;11;9;37
93;21/11/2020;35;12;9;45
93;22/11/2020;15;3;1;8
93;23/11/2020;29;4;6;34
93;24/11/2020;54;12;11;57
93;25/11/2020;35;9;5;56
93;26/11/2020;27;4;1;39
93;27/11/2020;36;7;5;43
93;28/11/2020;9;3;6;12
93;29/11/2020;16;4;0;5
93;30/11/2020;27;9;7;18
93;01/12/2020;29;7;11;53
93;02/12/2020;24;4;4;32
93;03/12/2020;25;9;12;46
93;04/12/2020;21;3;3;33
93;05/12/2020;28;6;3;25
93;06/12/2020;8;1;3;2
93;07/12/2020;18;7;5;24
94;19/03/2020;113;17;6;35
94;20/03/2020;67;14;1;17
94;21/03/2020;57;6;0;12
94;22/03/2020;75;18;6;15
94;23/03/2020;104;24;6;18
94;24/03/2020;122;30;3;19
94;25/03/2020;144;36;7;33
94;26/03/2020;159;15;18;30
94;27/03/2020;158;12;17;30
94;28/03/2020;177;26;15;46
94;29/03/2020;122;13;17;19
94;30/03/2020;114;14;3;28
94;31/03/2020;258;27;46;68
94;01/04/2020;319;56;39;82
94;02/04/2020;207;33;27;54
94;03/04/2020;272;46;38;86
94;04/04/2020;164;22;32;78
94;05/04/2020;128;19;22;25
94;06/04/2020;187;23;49;34
94;07/04/2020;295;43;49;93
94;08/04/2020;250;45;54;91
94;09/04/2020;174;22;21;74
94;10/04/2020;203;22;37;79
94;11/04/2020;122;14;14;48
94;12/04/2020;86;23;19;54
94;13/04/2020;87;20;32;27
94;14/04/2020;84;36;36;39
94;15/04/2020;193;21;35;116
94;16/04/2020;124;25;41;109
94;17/04/2020;90;19;20;73
94;18/04/2020;80;18;22;76
94;19/04/2020;24;9;10;11
94;20/04/2020;85;14;33;45
94;21/04/2020;127;11;30;86
94;22/04/2020;97;11;25;180
94;23/04/2020;95;14;10;94
94;24/04/2020;72;4;22;136
94;25/04/2020;71;17;14;79
94;26/04/2020;26;2;11;9
94;27/04/2020;28;4;22;27
94;28/04/2020;64;4;19;100
94;29/04/2020;60;4;12;51
94;30/04/2020;39;2;13;71
94;01/05/2020;34;4;8;23
94;02/05/2020;20;8;6;24
94;03/05/2020;15;5;3;23
94;04/05/2020;33;5;10;69
94;05/05/2020;81;3;11;122
94;06/05/2020;64;10;11;91
94;07/05/2020;40;4;6;92
94;08/05/2020;23;2;10;28
94;09/05/2020;7;0;4;6
94;10/05/2020;11;0;3;12
94;11/05/2020;25;4;8;59
94;12/05/2020;18;2;19;92
94;13/05/2020;34;3;8;30
94;14/05/2020;21;2;6;50
94;15/05/2020;17;2;2;36
94;16/05/2020;16;1;2;28
94;17/05/2020;9;1;4;5
94;18/05/2020;12;1;6;49
94;19/05/2020;24;3;10;50
94;20/05/2020;30;0;10;22
94;21/05/2020;28;0;4;18
94;22/05/2020;4;1;2;9
94;23/05/2020;2;1;0;10
94;24/05/2020;6;3;3;1
94;25/05/2020;21;1;2;44
94;26/05/2020;17;3;6;36
94;27/05/2020;18;3;5;19
94;28/05/2020;17;1;3;10
94;29/05/2020;5;2;3;12
94;30/05/2020;15;0;24;64
94;31/05/2020;1;0;11;9
94;01/06/2020;3;0;2;21
94;02/06/2020;7;0;1;7
94;03/06/2020;10;0;13;88
94;04/06/2020;16;1;4;28
94;05/06/2020;4;0;1;14
94;06/06/2020;14;1;5;73
94;07/06/2020;0;0;2;5
94;08/06/2020;4;1;1;6
94;09/06/2020;9;0;10;32
94;10/06/2020;2;0;1;7
94;11/06/2020;8;2;1;17
94;12/06/2020;1;0;0;18
94;13/06/2020;0;0;3;17
94;14/06/2020;0;0;0;0
94;15/06/2020;4;0;1;34
94;16/06/2020;5;0;4;31
94;17/06/2020;5;1;1;3
94;18/06/2020;5;0;0;5
94;19/06/2020;13;0;0;29
94;20/06/2020;4;0;5;30
94;21/06/2020;1;0;0;3
94;22/06/2020;19;0;0;8
94;23/06/2020;2;1;2;12
94;24/06/2020;1;0;0;6
94;25/06/2020;16;2;2;37
94;26/06/2020;3;1;1;4
94;27/06/2020;0;0;1;1
94;28/06/2020;0;0;0;0
94;29/06/2020;2;1;0;2
94;30/06/2020;8;0;1;19
94;01/07/2020;0;0;0;7
94;02/07/2020;3;1;0;3
94;03/07/2020;1;0;0;2
94;04/07/2020;0;0;0;2
94;05/07/2020;0;0;0;0
94;06/07/2020;2;0;0;3
94;07/07/2020;4;0;1;10
94;08/07/2020;2;0;3;36
94;09/07/2020;6;1;3;24
94;10/07/2020;3;0;0;4
94;11/07/2020;0;0;0;1
94;12/07/2020;0;0;0;0
94;13/07/2020;0;0;0;0
94;14/07/2020;1;0;0;1
94;15/07/2020;3;0;2;13
94;16/07/2020;22;1;2;30
94;17/07/2020;7;1;0;12
94;18/07/2020;0;0;0;6
94;19/07/2020;0;0;0;0
94;20/07/2020;3;0;0;8
94;21/07/2020;4;1;1;3
94;22/07/2020;4;0;0;11
94;23/07/2020;12;0;0;165
94;24/07/2020;11;2;0;23
94;25/07/2020;5;1;2;7
94;26/07/2020;0;0;0;0
94;27/07/2020;9;1;0;11
94;28/07/2020;7;0;2;11
94;29/07/2020;3;0;1;3
94;30/07/2020;10;0;0;5
94;31/07/2020;12;2;0;4
94;01/08/2020;0;0;0;2
94;02/08/2020;0;0;0;0
94;03/08/2020;1;0;2;5
94;04/08/2020;12;0;1;9
94;05/08/2020;8;2;0;3
94;06/08/2020;12;4;0;4
94;07/08/2020;3;1;4;6
94;08/08/2020;3;1;0;1
94;09/08/2020;0;0;0;0
94;10/08/2020;4;0;0;0
94;11/08/2020;12;2;0;7
94;12/08/2020;4;1;1;1
94;13/08/2020;4;1;0;9
94;14/08/2020;11;3;0;5
94;15/08/2020;1;0;0;1
94;16/08/2020;0;0;0;0
94;17/08/2020;10;5;1;14
94;18/08/2020;4;1;1;6
94;19/08/2020;5;0;1;1
94;20/08/2020;6;4;1;8
94;21/08/2020;18;1;4;16
94;22/08/2020;8;1;1;6
94;23/08/2020;0;0;0;0
94;24/08/2020;14;2;0;19
94;25/08/2020;13;3;0;21
94;26/08/2020;19;0;1;17
94;27/08/2020;5;3;1;6
94;28/08/2020;9;3;1;10
94;29/08/2020;2;2;0;2
94;30/08/2020;1;0;0;0
94;31/08/2020;3;1;1;5
94;01/09/2020;9;1;1;8
94;02/09/2020;19;2;2;13
94;03/09/2020;10;2;0;4
94;04/09/2020;4;1;3;8
94;05/09/2020;3;0;1;1
94;06/09/2020;0;0;0;0
94;07/09/2020;11;3;1;6
94;08/09/2020;5;1;3;3
94;09/09/2020;9;0;2;12
94;10/09/2020;9;0;2;12
94;11/09/2020;15;2;0;4
94;12/09/2020;6;1;1;6
94;13/09/2020;4;0;0;0
94;14/09/2020;12;2;1;5
94;15/09/2020;20;4;3;28
94;16/09/2020;34;4;0;42
94;17/09/2020;37;3;0;15
94;18/09/2020;24;3;2;21
94;19/09/2020;24;2;0;17
94;20/09/2020;1;0;0;48
94;21/09/2020;29;5;2;23
94;22/09/2020;43;7;2;15
94;23/09/2020;26;8;3;29
94;24/09/2020;21;3;3;17
94;25/09/2020;35;6;0;22
94;26/09/2020;12;5;0;13
94;27/09/2020;4;0;0;12
94;28/09/2020;22;8;5;7
94;29/09/2020;34;5;1;26
94;30/09/2020;34;5;4;32
94;01/10/2020;23;7;1;13
94;02/10/2020;45;6;0;26
94;03/10/2020;22;10;1;21
94;04/10/2020;7;4;0;4
94;05/10/2020;18;6;4;16
94;06/10/2020;39;8;3;34
94;07/10/2020;39;5;2;19
94;08/10/2020;40;5;3;20
94;09/10/2020;38;8;4;19
94;10/10/2020;27;6;2;12
94;11/10/2020;19;4;3;9
94;12/10/2020;42;6;7;12
94;13/10/2020;40;6;3;49
94;14/10/2020;50;14;6;70
94;15/10/2020;44;5;3;23
94;16/10/2020;52;6;1;24
94;17/10/2020;43;10;1;21
94;18/10/2020;12;3;1;5
94;19/10/2020;46;10;6;12
94;20/10/2020;84;14;9;33
94;21/10/2020;50;7;6;32
94;22/10/2020;79;7;7;32
94;23/10/2020;81;13;6;37
94;24/10/2020;49;12;9;39
94;25/10/2020;38;2;3;4
94;26/10/2020;67;11;6;22
94;27/10/2020;88;15;8;54
94;28/10/2020;70;9;2;40
94;29/10/2020;76;6;10;37
94;30/10/2020;53;6;4;27
94;31/10/2020;69;17;9;42
94;01/11/2020;19;5;3;7
94;02/11/2020;81;8;11;36
94;03/11/2020;140;20;11;69
94;04/11/2020;78;17;17;55
94;05/11/2020;97;19;15;41
94;06/11/2020;78;7;10;52
94;07/11/2020;55;11;5;36
94;08/11/2020;44;11;8;11
94;09/11/2020;54;9;16;42
94;10/11/2020;72;9;9;58
94;11/11/2020;50;5;4;24
94;12/11/2020;60;9;11;32
94;13/11/2020;78;17;14;72
94;14/11/2020;43;8;6;72
94;15/11/2020;25;3;6;17
94;16/11/2020;26;10;14;52
94;17/11/2020;51;9;11;56
94;18/11/2020;59;16;11;58
94;19/11/2020;84;4;11;63
94;20/11/2020;61;13;4;47
94;21/11/2020;55;10;8;38
94;22/11/2020;14;8;7;24
94;23/11/2020;45;6;10;41
94;24/11/2020;43;7;7;49
94;25/11/2020;63;5;14;51
94;26/11/2020;55;4;9;60
94;27/11/2020;37;1;9;34
94;28/11/2020;16;7;6;24
94;29/11/2020;12;2;5;4
94;30/11/2020;23;4;21;51
94;01/12/2020;48;8;9;37
94;02/12/2020;21;2;9;41
94;03/12/2020;32;1;6;26
94;04/12/2020;29;4;8;40
94;05/12/2020;24;2;3;12
94;06/12/2020;8;1;1;3
94;07/12/2020;26;9;4;34
95;19/03/2020;80;8;4;15
95;20/03/2020;60;12;4;21
95;21/03/2020;74;10;4;18
95;22/03/2020;87;12;7;9
95;23/03/2020;72;15;9;13
95;24/03/2020;63;23;10;35
95;25/03/2020;102;16;13;30
95;26/03/2020;106;9;15;29
95;27/03/2020;134;13;14;63
95;28/03/2020;78;10;12;30
95;29/03/2020;114;15;21;51
95;30/03/2020;117;14;14;37
95;31/03/2020;145;22;16;44
95;01/04/2020;120;10;13;71
95;02/04/2020;146;19;18;55
95;03/04/2020;134;16;26;60
95;04/04/2020;91;14;14;52
95;05/04/2020;40;8;5;27
95;06/04/2020;129;13;42;63
95;07/04/2020;105;17;24;43
95;08/04/2020;113;12;25;69
95;09/04/2020;127;32;16;56
95;10/04/2020;83;10;30;91
95;11/04/2020;89;14;11;60
95;12/04/2020;35;11;11;20
95;13/04/2020;40;3;10;26
95;14/04/2020;79;8;12;33
95;15/04/2020;67;7;11;69
95;16/04/2020;101;5;17;83
95;17/04/2020;62;3;11;63
95;18/04/2020;50;6;17;46
95;19/04/2020;30;4;13;15
95;20/04/2020;50;4;14;23
